season,lg,player,player_id,age,team,pos,g,gs,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
2018.0,NBA,Trevor Ariza,arizatr01,32.0,HOU,SF,67.0,67.0,2269.0,11.8,0.567,0.71,0.137,1.7,12.9,7.3,6.8,2.1,0.5,7.0,14.4,2.6,2.8,5.3,0.113,0.0,0.7,0.7,1.5
2018.0,NBA,Darrell Arthur,arthuda01,29.0,DEN,PF,19.0,1.0,141.0,8.4,0.559,0.489,0.064,2.4,9.5,6.0,9.3,2.8,1.8,23.7,19.5,-0.2,0.1,0.0,-0.011,-4.8,-0.5,-5.3,-0.1
2018.0,NBA,Jamel Artis,artisja01,25.0,ORL,SG,15.0,1.0,279.0,6.9,0.457,0.367,0.152,1.6,13.5,7.5,9.3,0.4,0.9,8.7,14.5,-0.1,0.1,0.0,-0.006,-3.8,-1.6,-5.4,-0.2
2018.0,NBA,Ömer Aşık,asikom01,31.0,2TM,C,18.0,0.0,182.0,3.1,0.397,0.0,0.591,5.5,22.2,14.0,2.1,0.5,1.9,24.5,8.7,-0.2,0.2,-0.1,-0.021,-6.5,-1.5,-8.0,-0.3
2018.0,NBA,Ömer Aşık,asikom01,31.0,NOP,C,14.0,0.0,121.0,4.5,0.423,0.0,0.75,6.5,26.0,16.6,2.0,0.4,1.3,19.0,9.4,-0.1,0.1,0.0,0.008,-5.6,-1.4,-7.0,-0.2
2018.0,NBA,Ömer Aşık,asikom01,31.0,CHI,C,4.0,0.0,61.0,0.2,0.311,0.0,0.167,3.4,14.6,8.8,2.1,0.8,2.9,38.3,7.4,-0.1,0.0,-0.1,-0.078,-8.5,-1.5,-10.0,-0.1
2018.0,NBA,D.J. Augustin,augusdj01,30.0,ORL,PG,75.0,36.0,1760.0,15.4,0.615,0.504,0.35,1.9,8.2,5.0,24.4,1.5,0.0,16.5,18.6,3.3,0.8,4.1,0.11,1.0,-1.2,-0.2,0.8
2018.0,NBA,Luke Babbitt,babbilu01,28.0,2TM,SF,50.0,14.0,715.0,9.8,0.576,0.726,0.102,1.1,13.9,7.5,6.5,0.5,0.8,7.8,15.0,0.5,0.4,0.9,0.06,-0.9,-1.5,-2.4,-0.1
2018.0,NBA,Luke Babbitt,babbilu01,28.0,ATL,SF,37.0,9.0,570.0,12.0,0.636,0.661,0.131,1.0,14.9,7.9,7.0,0.6,0.8,7.8,14.8,0.9,0.2,1.1,0.094,0.4,-1.1,-0.7,0.2
2018.0,NBA,Luke Babbitt,babbilu01,28.0,MIA,SF,13.0,5.0,145.0,1.3,0.351,0.957,0.0,1.5,10.1,5.8,4.8,0.3,1.2,7.8,15.8,-0.3,0.1,-0.2,-0.073,-5.9,-3.3,-9.2,-0.3
2018.0,NBA,Dwayne Bacon,bacondw01,22.0,CHO,SG,53.0,6.0,713.0,5.8,0.431,0.224,0.13,0.6,18.5,9.4,7.5,1.1,0.2,10.2,13.7,-0.7,0.6,-0.1,-0.007,-4.8,0.1,-4.7,-0.5
2018.0,NBA,Ron Baker,bakerro01,24.0,NYK,SG,29.0,1.0,385.0,9.3,0.504,0.559,0.441,1.4,7.2,4.3,15.5,3.3,1.3,20.4,10.0,0.1,0.4,0.5,0.059,-2.8,2.4,-0.4,0.2
2018.0,NBA,Wade Baldwin,baldwwa01,21.0,POR,PG,7.0,0.0,80.0,16.6,0.748,0.238,0.476,1.4,9.5,5.5,9.8,1.2,1.0,13.6,16.1,0.2,0.1,0.3,0.187,0.2,1.7,1.9,0.1
2018.0,NBA,Lonzo Ball,balllo01,20.0,LAL,PG,52.0,50.0,1780.0,12.5,0.444,0.523,0.126,4.2,17.3,10.8,29.2,2.4,2.0,18.6,17.4,-0.5,2.5,2.0,0.053,-0.7,1.6,1.0,1.3
2018.0,NBA,J.J. Barea,bareajo01,33.0,DAL,PG,69.0,11.0,1603.0,17.8,0.545,0.454,0.148,1.0,13.4,7.0,45.1,1.1,0.2,16.3,24.9,2.3,1.0,3.3,0.098,2.7,-1.5,1.2,1.3
2018.0,NBA,Harrison Barnes,barneha02,25.0,DAL,PF,77.0,77.0,2634.0,15.8,0.539,0.276,0.259,3.1,17.1,9.9,9.9,0.9,0.5,8.1,25.2,2.0,1.9,3.8,0.07,0.8,-1.3,-0.5,1.0
2018.0,NBA,Will Barton,bartowi01,27.0,DEN,SG,81.0,40.0,2683.0,16.2,0.562,0.411,0.22,3.0,14.2,8.6,18.5,1.5,1.6,11.7,20.7,4.4,1.8,6.2,0.111,1.6,-0.4,1.1,2.1
2018.0,NBA,Nicolas Batum,batumni01,29.0,CHO,SG,64.0,64.0,1981.0,14.4,0.523,0.422,0.2,3.1,13.8,8.4,26.2,1.6,1.0,15.6,18.3,1.7,1.8,3.5,0.084,0.5,-0.1,0.4,1.2
2018.0,NBA,Jerryd Bayless,bayleje01,29.0,PHI,SG,39.0,11.0,925.0,7.5,0.546,0.557,0.168,1.8,7.3,4.7,8.0,1.2,0.5,14.1,15.1,0.2,0.9,1.1,0.055,-2.7,-0.2,-2.8,-0.2
2018.0,NBA,Aron Baynes,baynear01,31.0,BOS,C,81.0,67.0,1485.0,12.0,0.502,0.047,0.175,9.7,22.1,16.0,9.6,0.7,2.9,14.3,16.8,0.5,2.5,3.0,0.097,-3.6,0.7,-2.9,-0.3
2018.0,NBA,Kent Bazemore,bazemke01,28.0,ATL,SG,65.0,65.0,1789.0,14.5,0.547,0.405,0.297,1.6,13.9,7.7,20.1,2.7,2.2,17.0,22.5,0.2,2.0,2.2,0.059,-0.4,1.0,0.6,1.2
2018.0,NBA,Bradley Beal,bealbr01,24.0,WAS,SG,82.0,82.0,2977.0,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1
2018.0,NBA,Malik Beasley,beaslma01,21.0,DEN,SG,62.0,0.0,583.0,9.0,0.509,0.461,0.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,0.1,0.3,0.3,0.028,-2.4,-1.4,-3.8,-0.3
2018.0,NBA,Michael Beasley,beaslmi01,29.0,NYK,PF,74.0,30.0,1653.0,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7
2018.0,NBA,Marco Belinelli,belinma01,31.0,2TM,SG,80.0,2.0,1947.0,14.1,0.581,0.517,0.213,1.1,7.3,4.3,11.9,1.6,0.5,10.1,20.7,2.4,1.3,3.7,0.092,0.4,-0.8,-0.5,0.8
2018.0,NBA,Marco Belinelli,belinma01,31.0,ATL,SG,52.0,1.0,1210.0,14.1,0.554,0.509,0.225,1.3,7.9,4.6,13.5,1.9,0.2,9.2,21.2,1.3,0.6,1.9,0.075,0.6,-0.8,-0.2,0.5
2018.0,NBA,Marco Belinelli,belinma01,31.0,PHI,SG,28.0,1.0,737.0,14.2,0.628,0.53,0.194,0.9,6.3,3.7,9.3,1.3,1.0,11.7,19.8,1.1,0.7,1.8,0.119,0.0,-0.8,-0.8,0.2
2018.0,NBA,Jordan Bell,belljo01,23.0,GSW,C,57.0,13.0,809.0,18.0,0.641,0.022,0.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,0.174,0.0,2.8,2.8,1.0
2018.0,NBA,DeAndre' Bembry,bembrde01,23.0,ATL,SF,26.0,3.0,455.0,7.6,0.477,0.234,0.258,2.0,15.7,8.8,15.9,2.3,2.3,24.8,18.2,-0.9,0.5,-0.4,-0.04,-5.1,0.3,-4.7,-0.3
2018.0,NBA,Dragan Bender,bendedr01,20.0,PHO,PF,82.0,37.0,2069.0,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9
2018.0,NBA,Dāvis Bertāns,bertada01,25.0,SAS,PF,77.0,10.0,1086.0,14.1,0.588,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.0,0.6,1.6,1.0
2018.0,NBA,Patrick Beverley,beverpa01,29.0,LAC,SG,11.0,11.0,334.0,12.4,0.53,0.504,0.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,0.056,-0.3,0.8,0.5,0.2
2018.0,NBA,Khem Birch,birchkh01,25.0,ORL,C,42.0,0.0,578.0,16.4,0.582,0.0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-0.7,-0.2,-0.9,0.2
2018.0,NBA,Jabari Bird,birdja01,23.0,BOS,SG,13.0,1.0,115.0,12.1,0.615,0.269,0.5,5.8,12.2,9.0,10.5,1.3,0.7,20.1,15.4,0.1,0.2,0.2,0.098,-2.7,-0.4,-3.1,0.0
2018.0,NBA,Bismack Biyombo,biyombi01,25.0,ORL,C,82.0,25.0,1495.0,14.1,0.556,0.003,0.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-2.6,0.2,-2.4,-0.2
2018.0,NBA,Nemanja Bjelica,bjeline01,29.0,MIN,PF,67.0,21.0,1371.0,12.6,0.581,0.493,0.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,1.7,1.1,2.8,0.097,-0.1,0.2,0.1,0.7
2018.0,NBA,Tarik Black,blackta01,26.0,HOU,C,51.0,2.0,536.0,14.3,0.582,0.087,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1.0,1.5,0.136,-3.7,1.2,-2.6,-0.1
2018.0,NBA,Antonio Blakeney,blakean01,21.0,CHI,SG,19.0,0.0,314.0,10.1,0.471,0.364,0.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0.0,-0.006,-2.8,-2.4,-5.2,-0.3
2018.0,NBA,Eric Bledsoe,bledser01,28.0,2TM,PG,74.0,74.0,2322.0,19.7,0.582,0.364,0.321,2.6,11.7,7.1,25.7,3.2,1.5,16.1,26.1,3.1,2.5,5.6,0.116,2.3,0.3,2.5,2.6
2018.0,NBA,Eric Bledsoe,bledser01,28.0,PHO,PG,3.0,3.0,83.0,13.0,0.509,0.325,0.35,3.8,5.2,4.5,17.9,2.3,1.9,17.8,28.7,-0.1,0.0,0.0,-0.029,-0.7,-2.4,-3.2,0.0
2018.0,NBA,Eric Bledsoe,bledser01,28.0,MIL,PG,71.0,71.0,2239.0,20.0,0.585,0.366,0.319,2.5,11.9,7.2,26.0,3.2,1.5,16.0,26.0,3.2,2.4,5.7,0.121,2.4,0.4,2.8,2.7
2018.0,NBA,Vander Blue,blueva01,25.0,LAL,SG,5.0,0.0,45.0,-1.8,0.255,0.4,0.4,0.0,2.3,1.2,8.2,1.1,0.0,33.8,8.4,-0.1,0.0,-0.1,-0.102,-7.6,-0.7,-8.4,-0.1
2018.0,NBA,Bogdan Bogdanović,bogdabo01,25.0,SAC,SG,78.0,52.0,2175.0,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3
2018.0,NBA,Bojan Bogdanović,bogdabo02,28.0,IND,SF,80.0,80.0,2464.0,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8
2018.0,NBA,Andrew Bogut,bogutan01,33.0,LAL,C,24.0,5.0,216.0,10.9,0.696,0.0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-4.7,1.9,-2.8,-0.1
2018.0,NBA,Joel Bolomboy,bolomjo01,24.0,MIL,PF,6.0,0.0,38.0,11.7,0.521,0.167,1.0,18.6,12.3,15.4,0.0,2.6,0.0,18.8,12.6,0.0,0.0,0.1,0.079,-2.6,-2.4,-5.0,0.0
2018.0,NBA,Devin Booker,bookede01,21.0,PHO,SG,54.0,54.0,1865.0,18.1,0.561,0.364,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.0,0.9,1.4
2018.0,NBA,Trevor Booker,booketr01,30.0,3TM,PF,68.0,7.0,1158.0,14.9,0.557,0.096,0.271,11.1,18.6,14.9,10.8,1.2,1.5,13.3,16.6,1.6,1.3,2.9,0.121,-0.6,0.0,-0.6,0.4
2018.0,NBA,Trevor Booker,booketr01,30.0,BRK,PF,18.0,6.0,395.0,15.4,0.536,0.08,0.287,10.1,22.0,16.0,16.2,1.0,0.9,15.1,21.8,0.3,0.3,0.6,0.072,-1.1,-0.5,-1.7,0.0
2018.0,NBA,Trevor Booker,booketr01,30.0,PHI,PF,33.0,0.0,494.0,14.5,0.618,0.064,0.358,10.7,15.7,13.3,7.6,1.6,1.9,13.7,12.6,1.0,0.7,1.7,0.163,-0.3,0.9,0.7,0.3
2018.0,NBA,Trevor Booker,booketr01,30.0,IND,PF,17.0,1.0,269.0,14.7,0.512,0.167,0.131,13.5,18.8,16.2,9.0,0.7,1.6,9.2,16.2,0.4,0.3,0.7,0.118,-0.3,-0.8,-1.1,0.1
2018.0,NBA,Chris Boucher,bouchch01,25.0,GSW,PF,1.0,0.0,1.0,-28.5,0.0,1.0,0.0,0.0,100.0,55.9,0.0,0.0,0.0,0.0,43.9,0.0,0.0,0.0,-0.899,-21.7,-11.4,-33.1,0.0
2018.0,NBA,Avery Bradley,bradlav01,27.0,2TM,SG,46.0,46.0,1433.0,9.6,0.496,0.325,0.131,1.7,7.3,4.5,10.4,1.8,0.5,13.3,23.5,-1.4,1.2,-0.2,-0.007,-3.0,-1.0,-4.0,-0.7
2018.0,NBA,Avery Bradley,bradlav01,27.0,DET,SG,40.0,40.0,1268.0,9.7,0.497,0.34,0.14,1.6,6.7,4.1,10.5,1.8,0.5,13.3,24.4,-1.4,1.1,-0.2,-0.009,-2.8,-1.1,-3.9,-0.6
2018.0,NBA,Avery Bradley,bradlav01,27.0,LAC,SG,6.0,6.0,165.0,9.0,0.492,0.164,0.036,2.0,12.5,7.3,9.8,1.5,0.5,12.5,16.7,-0.1,0.1,0.0,0.009,-4.1,-0.3,-4.4,-0.1
2018.0,NBA,Tony Bradley,bradlto01,20.0,UTA,C,9.0,0.0,29.0,9.5,0.337,0.091,0.182,15.8,27.1,21.5,5.0,0.0,0.0,0.0,18.4,0.0,0.0,0.0,0.033,-3.0,-4.5,-7.5,0.0
2018.0,NBA,Corey Brewer,breweco01,31.0,2TM,SF,72.0,18.0,1208.0,11.2,0.534,0.348,0.285,3.8,10.0,6.9,7.5,3.2,1.0,12.1,14.3,0.7,1.6,2.3,0.091,-3.2,1.9,-1.3,0.2
2018.0,NBA,Corey Brewer,breweco01,31.0,LAL,SF,54.0,2.0,694.0,8.9,0.509,0.25,0.297,3.6,10.7,7.1,8.1,2.8,0.9,16.3,14.2,-0.2,0.9,0.7,0.048,-4.7,1.6,-3.1,-0.2
2018.0,NBA,Corey Brewer,breweco01,31.0,OKC,SG,18.0,16.0,514.0,14.2,0.565,0.465,0.271,4.2,9.2,6.6,6.7,3.7,1.1,6.4,14.4,0.9,0.7,1.6,0.15,-1.2,2.3,1.1,0.4
2018.0,NBA,Malcolm Brogdon,brogdma01,25.0,MIL,PG,48.0,20.0,1436.0,14.3,0.578,0.32,0.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2.0,0.7,2.7,0.091,-0.1,-1.0,-1.2,0.3
2018.0,NBA,Aaron Brooks,brookaa01,33.0,MIN,PG,32.0,1.0,189.0,9.8,0.508,0.449,0.159,4.2,6.2,5.2,15.1,1.6,0.0,13.0,19.9,0.1,0.1,0.1,0.033,-2.6,-1.3,-3.8,-0.1
2018.0,NBA,Dillon Brooks,brookdi01,22.0,MEM,SF,82.0,74.0,2350.0,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.025,-2.9,-1.1,-4.0,-1.2
2018.0,NBA,MarShon Brooks,brookma01,29.0,MEM,SG,7.0,1.0,193.0,26.1,0.629,0.314,0.225,4.7,8.0,6.3,25.9,2.9,1.5,12.5,29.8,0.6,0.2,0.7,0.179,7.5,-0.4,7.1,0.4
2018.0,NBA,Anthony Brown,brownan02,25.0,MIN,SF,1.0,0.0,4.0,41.9,1.5,1.0,0.0,0.0,0.0,0.0,41.7,0.0,0.0,0.0,11.1,0.0,0.0,0.0,0.571,26.2,4.3,30.5,0.0
2018.0,NBA,Bobby Brown,brownbo02,33.0,HOU,PG,20.0,0.0,115.0,5.5,0.425,0.69,0.034,0.0,6.8,3.4,15.0,1.7,0.0,13.3,26.1,-0.3,0.1,-0.2,-0.08,-4.9,-2.3,-7.2,-0.2
2018.0,NBA,Jaylen Brown,brownja02,21.0,BOS,SG,70.0,70.0,2152.0,13.6,0.562,0.381,0.29,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,0.1,-0.8,0.3,-0.5,0.8
2018.0,NBA,Lorenzo Brown,brownlo01,27.0,TOR,PG,14.0,0.0,139.0,8.2,0.459,0.353,0.059,0.8,11.1,6.0,12.4,1.8,0.0,7.9,11.9,0.0,0.1,0.2,0.06,-3.9,1.5,-2.5,0.0
2018.0,NBA,Markel Brown,brownma02,26.0,HOU,SG,4.0,0.0,31.0,-1.2,0.357,0.714,0.0,3.7,14.4,9.1,8.7,0.0,0.0,22.2,12.8,-0.1,0.0,0.0,-0.063,-8.8,-2.0,-10.8,-0.1
2018.0,NBA,Sterling Brown,brownst02,22.0,MIL,SG,54.0,4.0,776.0,9.1,0.503,0.444,0.117,4.1,17.5,10.8,4.5,2.0,1.4,10.4,14.0,0.0,0.7,0.7,0.043,-2.8,-0.2,-3.1,-0.2
2018.0,NBA,Nicolás Brussino,brussni01,24.0,ATL,SF,4.0,0.0,10.0,-4.6,0.0,1.0,0.0,0.0,33.5,16.7,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.0,-0.18,-8.1,-3.2,-11.3,0.0
2018.0,NBA,Thomas Bryant,bryanth01,20.0,LAL,C,15.0,0.0,72.0,9.9,0.441,0.476,0.429,4.5,20.5,12.6,11.5,0.7,2.3,7.4,15.9,0.0,0.1,0.1,0.05,-3.1,-0.2,-3.3,0.0
2018.0,NBA,Reggie Bullock,bullore01,26.0,DET,SF,62.0,52.0,1732.0,13.6,0.615,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.117,0.7,0.0,0.7,1.2
2018.0,NBA,Trey Burke,burketr01,25.0,NYK,PG,36.0,9.0,785.0,21.0,0.563,0.273,0.148,1.8,8.2,5.0,36.4,1.5,0.4,9.5,25.1,2.0,0.3,2.4,0.145,3.9,-1.4,2.5,0.9
2018.0,NBA,Alec Burks,burksal01,26.0,UTA,SG,64.0,1.0,1059.0,13.1,0.527,0.343,0.3,2.1,18.4,10.3,10.0,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-1.3,0.4,-0.9,0.3
2018.0,NBA,Jimmy Butler,butleji01,28.0,MIN,SG,59.0,59.0,2164.0,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,8.9,0.198,5.0,0.7,5.8,4.2
2018.0,NBA,Dwight Buycks,buyckdw01,28.0,DET,PG,29.0,0.0,427.0,12.8,0.498,0.227,0.207,3.0,7.7,5.3,22.4,2.2,0.4,15.3,26.5,-0.2,0.4,0.2,0.027,-2.3,-0.7,-3.1,-0.1
2018.0,NBA,Bruno Caboclo,cabocbr01,22.0,2TM,SF,12.0,0.0,107.0,7.4,0.386,0.548,0.194,7.1,16.6,11.7,5.0,1.4,3.5,10.6,15.8,-0.1,0.1,0.0,-0.021,-4.8,-1.0,-5.8,-0.1
2018.0,NBA,Bruno Caboclo,cabocbr01,22.0,TOR,SF,2.0,0.0,7.0,-0.1,0.0,1.0,0.0,0.0,15.7,8.0,16.7,7.0,0.0,0.0,12.5,0.0,0.0,0.0,-0.113,-8.2,5.7,-2.6,0.0
2018.0,NBA,Bruno Caboclo,cabocbr01,22.0,SAC,SF,10.0,0.0,100.0,7.9,0.411,0.517,0.207,7.6,16.6,12.0,4.2,1.0,3.8,11.2,16.0,-0.1,0.1,0.0,-0.015,-4.5,-1.5,-6.1,-0.1
2018.0,NBA,José Calderón,caldejo01,36.0,CLE,PG,57.0,32.0,914.0,11.3,0.643,0.524,0.162,1.7,8.5,5.2,17.4,1.4,0.2,17.1,11.6,1.5,0.3,1.8,0.095,-1.4,-0.5,-1.9,0.0
2018.0,NBA,Kentavious Caldwell-Pope,caldwke01,24.0,LAL,SG,74.0,74.0,2458.0,13.2,0.561,0.52,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,-0.4,0.6,0.3,1.4
2018.0,NBA,Isaiah Canaan,canaais01,26.0,2TM,SG,20.0,1.0,422.0,13.5,0.539,0.482,0.372,1.5,10.0,5.7,26.7,1.8,0.2,15.4,18.9,0.5,0.1,0.6,0.072,-0.5,-0.7,-1.3,0.1
2018.0,NBA,Isaiah Canaan,canaais01,26.0,HOU,SG,1.0,0.0,4.0,-7.3,0.0,0.0,0.0,0.0,27.9,14.1,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,-0.224,-12.4,-4.5,-16.9,0.0
2018.0,NBA,Isaiah Canaan,canaais01,26.0,PHO,PG,19.0,1.0,418.0,13.7,0.543,0.485,0.375,1.5,9.9,5.6,26.9,1.8,0.2,15.5,19.0,0.5,0.1,0.7,0.075,-0.4,-0.7,-1.1,0.1
2018.0,NBA,Clint Capela,capelca01,23.0,HOU,C,74.0,74.0,2034.0,24.5,0.65,0.001,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,2.4,1.0,3.4,2.8
2018.0,NBA,DeMarre Carroll,carrode01,31.0,BRK,PF,73.0,73.0,2180.0,14.3,0.55,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,2.3,1.8,4.1,0.091,0.5,-0.4,0.2,1.2
2018.0,NBA,Michael Carter-Williams,cartemi01,26.0,CHO,PG,52.0,2.0,835.0,10.8,0.446,0.258,0.389,4.7,13.3,8.9,19.4,2.6,2.3,16.2,16.6,-0.2,1.1,0.9,0.05,-3.3,1.8,-1.5,0.1
2018.0,NBA,Vince Carter,cartevi01,41.0,SAC,SF,58.0,4.0,1026.0,10.8,0.523,0.583,0.131,1.9,15.1,8.2,9.7,2.1,2.4,10.7,14.7,0.3,0.9,1.2,0.056,-1.9,0.7,-1.2,0.2
2018.0,NBA,Alex Caruso,carusal01,23.0,LAL,PG,37.0,7.0,562.0,8.7,0.519,0.371,0.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,0.041,-3.8,0.9,-2.9,-0.1
2018.0,NBA,Omri Casspi,casspom01,29.0,GSW,SF,53.0,7.0,740.0,15.5,0.632,0.106,0.333,4.9,24.0,15.1,9.5,1.2,2.0,13.5,16.3,1.2,1.0,2.2,0.14,-0.9,0.0,-0.9,0.2
2018.0,NBA,Willie Cauley-Stein,caulewi01,24.0,SAC,C,73.0,57.0,2044.0,17.6,0.529,0.016,0.32,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1.0
2018.0,NBA,Tyler Cavanaugh,cavanty01,23.0,ATL,PF,39.0,1.0,518.0,13.0,0.567,0.586,0.138,9.7,17.7,13.7,7.8,0.8,0.7,8.0,14.8,0.9,0.3,1.2,0.109,-0.4,-1.5,-1.9,0.0
2018.0,NBA,Mario Chalmers,chalmma01,31.0,MEM,PG,66.0,10.0,1421.0,10.4,0.503,0.431,0.312,1.0,12.0,6.4,21.5,2.8,0.9,18.8,19.6,-0.6,1.3,0.6,0.021,-3.7,0.5,-3.2,-0.4
2018.0,NBA,Tyson Chandler,chandty01,35.0,PHO,C,46.0,46.0,1151.0,14.2,0.658,0.0,0.497,12.2,26.8,19.4,6.6,0.7,1.9,20.6,10.6,1.9,0.8,2.7,0.111,-0.8,-0.6,-1.4,0.2
2018.0,NBA,Wilson Chandler,chandwi01,30.0,DEN,SF,74.0,71.0,2346.0,10.9,0.542,0.39,0.181,4.9,14.1,9.6,9.4,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-1.0,-1.1,-2.1,-0.1
2018.0,NBA,Marquese Chriss,chrisma01,20.0,PHO,PF,72.0,49.0,1527.0,11.1,0.509,0.398,0.331,5.2,22.7,13.8,8.1,1.6,3.7,16.4,18.1,-0.8,1.5,0.7,0.023,-3.2,0.4,-2.8,-0.3
2018.0,NBA,Ian Clark,clarkia01,26.0,NOP,SG,74.0,2.0,1455.0,9.4,0.529,0.394,0.119,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037,-2.7,-0.8,-3.5,-0.6
2018.0,NBA,Jordan Clarkson,clarkjo01,25.0,2TM,SG,81.0,2.0,1888.0,16.4,0.542,0.333,0.199,3.3,9.1,6.2,19.3,1.5,0.3,10.9,26.5,1.9,1.2,3.0,0.077,1.5,-1.4,0.1,1.0
2018.0,NBA,Jordan Clarkson,clarkjo01,25.0,LAL,SG,53.0,2.0,1256.0,16.9,0.532,0.315,0.198,3.8,9.7,6.7,22.9,1.5,0.2,11.6,27.7,1.1,1.0,2.1,0.08,1.9,-1.1,0.8,0.9
2018.0,NBA,Jordan Clarkson,clarkjo01,25.0,CLE,SG,28.0,0.0,632.0,15.4,0.565,0.376,0.202,2.3,7.9,5.1,12.0,1.5,0.4,9.3,24.1,0.8,0.2,1.0,0.073,0.5,-1.8,-1.3,0.1
2018.0,NBA,Gian Clavell,clavegi01,24.0,DAL,SG,7.0,0.0,64.0,7.4,0.53,0.833,0.111,1.7,10.8,6.1,6.7,1.6,0.0,9.6,14.8,0.0,0.0,0.1,0.042,-2.7,0.5,-2.2,0.0
2018.0,NBA,Antonius Cleveland,clevean01,23.0,2TM,SG,17.0,0.0,123.0,4.5,0.486,0.19,0.286,2.7,10.2,6.3,2.2,2.8,3.6,22.8,11.1,-0.2,0.2,0.0,-0.006,-7.6,2.4,-5.2,-0.1
2018.0,NBA,Antonius Cleveland,clevean01,23.0,DAL,SG,13.0,0.0,81.0,5.1,0.317,0.071,0.286,2.6,11.4,6.9,3.3,3.7,4.4,11.3,10.0,-0.1,0.1,0.0,-0.005,-7.3,4.0,-3.3,0.0
2018.0,NBA,Antonius Cleveland,clevean01,23.0,ATL,SG,4.0,0.0,42.0,3.5,0.825,0.429,0.286,2.7,8.0,5.3,0.0,1.2,2.0,38.8,13.4,0.0,0.0,0.0,-0.009,-8.3,-0.7,-9.0,-0.1
2018.0,NBA,Darren Collison,collida01,30.0,IND,PG,69.0,64.0,2018.0,18.8,0.61,0.321,0.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.181,2.4,0.3,2.7,2.4
2018.0,NBA,John Collins,collijo01,20.0,ATL,PF,74.0,26.0,1785.0,18.3,0.62,0.086,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.4,0.2,-0.2,0.8
